category,xAxis,yAxis,value,trend,target,color,ID
Alpha,Atlantic,Metric 1 That is very very very long,101,null,null,#2563bf
Alpha,Midwest,Metric 1 That is very very very long,99,null,null,#2563bf
Alpha,Northeast,Metric 1 That is very very very long,129,null,null,#a8c1e5
Alpha,South,Metric 1 That is very very very long,43,null,null,#d3e0f2
Alpha,West,Metric 1 That is very very very long,189,null,null,#2563bf
Alpha,Atlantic,Metric 2,34,null,null,#6691d2
Alpha,Midwest,Metric 2,63,null,null,#d3e0f2
Alpha,Northeast,Metric 2,122,null,null,#a8c1e5
Alpha,South,Metric 2,71,null,null,#d3e0f2
Alpha,West,Metric 2,18,null,null,#6691d2
Alpha,Atlantic,Metric 3,169,null,null,#a8c1e5
Alpha,Midwest,Metric 3,105,null,null,#2563bf
Alpha,Northeast,Metric 3,134,null,null,#6691d2
Alpha,South,Metric 3,48,null,null,#2563bf
Alpha,West,Metric 3,103,null,null,#6691d2
Alpha,Atlantic,Metric 4,58,null,null,#2563bf
Alpha,Midwest,Metric 4,156,null,null,#6691d2
Alpha,Northeast,Metric 4,59,null,null,#6691d2
Alpha,South,Metric 4,171,null,null,#a8c1e5
Alpha,West,Metric 4,61,null,null,#2563bf
Alpha,Atlantic,Metric 5,130,null,null,#6691d2
Alpha,Midwest,Metric 5,171,null,null,#d3e0f2
Alpha,Northeast,Metric 5,160,null,null,#2563bf
Alpha,South,Metric 5,106,null,null,#a8c1e5
Alpha,West,Metric 5,66,null,null,#6691d2
Beta,Atlantic,Metric 1 That is very very very long,85,null,null,#2563bf
Beta,Midwest,Metric 1 That is very very very long,16,null,null,#2563bf
Beta,Northeast,Metric 1 That is very very very long,27,null,null,#d3e0f2
Beta,South,Metric 1 That is very very very long,135,null,null,#2563bf
Beta,West,Metric 1 That is very very very long,52,null,null,#d3e0f2
Beta,Atlantic,Metric 2,103,null,null,#6691d2
Beta,Midwest,Metric 2,175,null,null,#2563bf
Beta,Northeast,Metric 2,193,null,null,#2563bf
Beta,South,Metric 2,130,null,null,#6691d2
Beta,West,Metric 2,159,null,null,#a8c1e5
Beta,Atlantic,Metric 3,186,null,null,#2563bf
Beta,Midwest,Metric 3,142,null,null,#d3e0f2
Beta,Northeast,Metric 3,8,null,null,#6691d2
Beta,South,Metric 3,14,null,null,#d3e0f2
Beta,West,Metric 3,165,null,null,#a8c1e5
Beta,Atlantic,Metric 4,10,null,null,#d3e0f2
Beta,Midwest,Metric 4,171,null,null,#a8c1e5
Beta,Northeast,Metric 4,147,null,null,#d3e0f2
Beta,South,Metric 4,150,null,null,#2563bf
Beta,West,Metric 4,181,null,null,#d3e0f2
Beta,Atlantic,Metric 5,182,null,null,#2563bf
Beta,Midwest,Metric 5,119,null,null,#6691d2
Beta,Northeast,Metric 5,23,null,null,#6691d2
Beta,South,Metric 5,12,null,null,#2563bf
Beta,West,Metric 5,135,null,null,#a8c1e5
Gama,Atlantic,Metric 1 That is very very very long,13,null,null,#a8c1e5
Gama,Midwest,Metric 1 That is very very very long,22,null,null,#6691d2
Gama,Northeast,Metric 1 That is very very very long,47,null,null,#2563bf
Gama,South,Metric 1 That is very very very long,141,null,null,#a8c1e5
Gama,West,Metric 1 That is very very very long,21,null,null,#6691d2
Gama,Atlantic,Metric 2,4,null,null,#6691d2
Gama,Midwest,Metric 2,189,null,null,#a8c1e5
Gama,Northeast,Metric 2,34,null,null,#d3e0f2
Gama,South,Metric 2,77,null,null,#a8c1e5
Gama,West,Metric 2,176,null,null,#6691d2
Gama,Atlantic,Metric 3,49,null,null,#6691d2
Gama,Midwest,Metric 3,76,null,null,#a8c1e5
Gama,Northeast,Metric 3,158,null,null,#2563bf
Gama,South,Metric 3,127,null,null,#d3e0f2
Gama,West,Metric 3,44,null,null,#2563bf
Gama,Atlantic,Metric 4,67,null,null,#2563bf
Gama,Midwest,Metric 4,178,null,null,#d3e0f2
Gama,Northeast,Metric 4,34,null,null,#d3e0f2
Gama,South,Metric 4,110,null,null,#6691d2
Gama,West,Metric 4,181,null,null,#6691d2
Gama,Atlantic,Metric 5,54,null,null,#6691d2
Gama,Midwest,Metric 5,16,null,null,#d3e0f2
Gama,Northeast,Metric 5,50,null,null,#d3e0f2
Gama,South,Metric 5,148,null,null,#d3e0f2
Gama,West,Metric 5,164,null,null,#2563bf
Omega,Atlantic,Metric 1 That is very very very long,99,null,null,#d3e0f2
Omega,Midwest,Metric 1 That is very very very long,11,null,null,#a8c1e5
Omega,Northeast,Metric 1 That is very very very long,57,null,null,#a8c1e5
Omega,South,Metric 1 That is very very very long,112,null,null,#2563bf
Omega,West,Metric 1 That is very very very long,100,null,null,#2563bf
Omega,Atlantic,Metric 2,73,null,null,#6691d2
Omega,Midwest,Metric 2,199,null,null,#6691d2
Omega,Northeast,Metric 2,2,null,null,#6691d2
Omega,South,Metric 2,183,null,null,#d3e0f2
Omega,West,Metric 2,134,null,null,#d3e0f2
Omega,Atlantic,Metric 3,32,null,null,#6691d2
Omega,Midwest,Metric 3,162,null,null,#a8c1e5
Omega,Northeast,Metric 3,17,null,null,#6691d2
Omega,South,Metric 3,14,null,null,#a8c1e5
Omega,West,Metric 3,158,null,null,#d3e0f2
Omega,Atlantic,Metric 4,68,null,null,#a8c1e5
Omega,Midwest,Metric 4,156,null,null,#2563bf
Omega,Northeast,Metric 4,141,null,null,#a8c1e5
Omega,South,Metric 4,39,null,null,#d3e0f2
Omega,West,Metric 4,185,null,null,#6691d2
Omega,Atlantic,Metric 5,127,null,null,#2563bf
Omega,Midwest,Metric 5,169,null,null,#d3e0f2
Omega,Northeast,Metric 5,69,null,null,#6691d2
Omega,South,Metric 5,162,null,null,#d3e0f2
Omega,West,Metric 5,138,null,null,#d3e0f2
Zulu,Atlantic,Metric 1 That is very very very long,141,null,null,#6691d2
Zulu,Midwest,Metric 1 That is very very very long,22,null,null,#6691d2
Zulu,Northeast,Metric 1 That is very very very long,95,null,null,#a8c1e5
Zulu,South,Metric 1 That is very very very long,19,null,null,#6691d2
Zulu,West,Metric 1 That is very very very long,131,null,null,#d3e0f2
Zulu,Atlantic,Metric 2,134,null,null,#d3e0f2
Zulu,Midwest,Metric 2,130,null,null,#a8c1e5
Zulu,Northeast,Metric 2,169,null,null,#6691d2
Zulu,South,Metric 2,58,null,null,#2563bf
Zulu,West,Metric 2,126,null,null,#d3e0f2
Zulu,Atlantic,Metric 3,77,null,null,#6691d2
Zulu,Midwest,Metric 3,103,null,null,#2563bf
Zulu,Northeast,Metric 3,83,null,null,#a8c1e5
Zulu,South,Metric 3,47,null,null,#a8c1e5
Zulu,West,Metric 3,137,null,null,#2563bf
Zulu,Atlantic,Metric 4,128,null,null,#6691d2
Zulu,Midwest,Metric 4,169,null,null,#a8c1e5
Zulu,Northeast,Metric 4,42,null,null,#6691d2
Zulu,South,Metric 4,1,null,null,#a8c1e5
Zulu,West,Metric 4,140,null,null,#2563bf
Zulu,Atlantic,Metric 5,91,null,null,#2563bf
Zulu,Midwest,Metric 5,113,null,null,#6691d2
Zulu,Northeast,Metric 5,71,null,null,#2563bf
Zulu,South,Metric 5,132,null,null,#2563bf
Zulu,West,Metric 5,49,null,null,#2563bf
